date,currency,rate,diff
17.01.2025,USD,12955.26,-6.75
17.01.2025,EUR,13327.08,-38.05
17.01.2025,RUB,126.44,0.42
17.01.2025,USD,12955.26,-6.75
17.01.2025,EUR,13327.08,-38.05
17.01.2025,RUB,126.44,0.42
17.01.2025,USD,12955.26,-6.75
17.01.2025,EUR,13327.08,-38.05
17.01.2025,RUB,126.44,0.42
20.01.2025,USD,12967.0,11.74
20.01.2025,EUR,13352.12,25.04
20.01.2025,RUB,126.49,0.05
21.01.2025,USD,12975.09,8.09
21.01.2025,EUR,13373.43,21.31
21.01.2025,RUB,127.63,1.14
22.01.2025,USD,12984.44,9.35
22.01.2025,EUR,13442.79,69.36
22.01.2025,RUB,129.9,2.27
23.01.2025,USD,12990.0,5.56
23.01.2025,EUR,13570.65,127.86
23.01.2025,RUB,131.86,1.96
24.01.2025,USD,12979.13,-10.87
24.01.2025,EUR,13513.87,-56.78
24.01.2025,RUB,131.22,-0.64
24.01.2025,USD,12979.13,-10.87
24.01.2025,EUR,13513.87,-56.78
24.01.2025,RUB,131.22,-0.64
24.01.2025,USD,12979.13,-10.87
24.01.2025,EUR,13513.87,-56.78
24.01.2025,RUB,131.22,-0.64
27.01.2025,USD,12969.05,-10.08
27.01.2025,EUR,13611.02,97.15
27.01.2025,RUB,132.19,0.97
28.01.2025,USD,12963.27,-5.78
28.01.2025,EUR,13597.17,-13.85
28.01.2025,RUB,132.74,0.55
29.01.2025,USD,12974.98,11.71
29.01.2025,EUR,13540.69,-56.48
29.01.2025,RUB,133.06,0.32
30.01.2025,USD,12968.34,-6.64
30.01.2025,EUR,13492.26,-48.43
30.01.2025,RUB,132.32,-0.74
31.01.2025,USD,12957.01,-11.33
31.01.2025,EUR,13485.66,-6.6
31.01.2025,RUB,132.13,-0.19
31.01.2025,USD,12957.01,-11.33
31.01.2025,EUR,13485.66,-6.6
31.01.2025,RUB,132.13,-0.19
31.01.2025,USD,12957.01,-11.33
31.01.2025,EUR,13485.66,-6.6
31.01.2025,RUB,132.13,-0.19
03.02.2025,USD,12975.05,18.04
03.02.2025,EUR,13473.29,-12.37
03.02.2025,RUB,132.38,0.25
04.02.2025,USD,12985.01,9.96
04.02.2025,EUR,13284.96,-188.33
04.02.2025,RUB,129.84,-2.54
05.02.2025,USD,12998.91,13.9
05.02.2025,EUR,13439.57,154.61
05.02.2025,RUB,131.29,1.45
06.02.2025,USD,12985.32,-13.59
06.02.2025,EUR,13511.23,71.66
06.02.2025,RUB,132.22,0.93
07.02.2025,USD,12969.84,-15.48
07.02.2025,EUR,13436.75,-74.48
07.02.2025,RUB,133.97,1.75
07.02.2025,USD,12969.84,-15.48
07.02.2025,EUR,13436.75,-74.48
07.02.2025,RUB,133.97,1.75
07.02.2025,USD,12969.84,-15.48
07.02.2025,EUR,13436.75,-74.48
07.02.2025,RUB,133.97,1.75
10.02.2025,USD,12957.0,-12.84
10.02.2025,EUR,13463.62,26.87
10.02.2025,RUB,133.43,-0.54
11.02.2025,USD,12971.93,14.93
11.02.2025,EUR,13394.81,-68.81
11.02.2025,RUB,133.86,0.43
12.02.2025,USD,12979.99,8.06
12.02.2025,EUR,13392.75,-2.06
12.02.2025,RUB,135.34,1.48
13.02.2025,USD,12989.07,9.08
13.02.2025,EUR,13474.86,82.11
13.02.2025,RUB,138.17,2.83
14.02.2025,USD,13003.95,14.88
14.02.2025,EUR,13554.02,79.16
14.02.2025,RUB,143.2,5.03
14.02.2025,USD,13003.95,14.88
14.02.2025,EUR,13554.02,79.16
14.02.2025,RUB,143.2,5.03
14.02.2025,USD,13003.95,14.88
14.02.2025,EUR,13554.02,79.16
14.02.2025,RUB,143.2,5.03
17.02.2025,USD,12993.15,-10.8
17.02.2025,EUR,13619.42,65.4
17.02.2025,RUB,143.87,0.67
18.02.2025,USD,12981.25,-11.9
18.02.2025,EUR,13597.86,-21.56
18.02.2025,RUB,142.17,-1.7
19.02.2025,USD,12970.19,-11.06
19.02.2025,EUR,13572.01,-25.85
19.02.2025,RUB,142.2,0.03
20.02.2025,USD,12950.03,-20.16
20.02.2025,EUR,13505.59,-66.42
20.02.2025,RUB,142.53,0.33
21.02.2025,USD,12929.92,-20.11
21.02.2025,EUR,13496.25,-9.34
21.02.2025,RUB,146.25,3.72
21.02.2025,USD,12929.92,-20.11
21.02.2025,EUR,13496.25,-9.34
21.02.2025,RUB,146.25,3.72
21.02.2025,USD,12929.92,-20.11
21.02.2025,EUR,13496.25,-9.34
21.02.2025,RUB,146.25,3.72
24.02.2025,USD,12916.18,-13.74
24.02.2025,EUR,13523.24,26.99
24.02.2025,RUB,147.6,1.35
25.02.2025,USD,12899.91,-16.27
25.02.2025,EUR,13507.5,-15.74
25.02.2025,RUB,146.74,-0.86
26.02.2025,USD,12884.62,-15.29
26.02.2025,EUR,13495.35,-12.15
26.02.2025,RUB,148.85,2.11
27.02.2025,USD,12879.95,-4.67
27.02.2025,EUR,13520.08,24.73
27.02.2025,RUB,150.69,1.84
28.02.2025,USD,12877.37,-2.58
28.02.2025,EUR,13501.92,-18.16
28.02.2025,RUB,148.17,-2.52
28.02.2025,USD,12877.37,-2.58
28.02.2025,EUR,13501.92,-18.16
28.02.2025,RUB,148.17,-2.52
28.02.2025,USD,12877.37,-2.58
28.02.2025,EUR,13501.92,-18.16
28.02.2025,RUB,148.17,-2.52
03.03.2025,USD,12890.07,12.7
03.03.2025,EUR,13400.52,-101.4
03.03.2025,RUB,146.46,-1.71
04.03.2025,USD,12897.2,7.13
04.03.2025,EUR,13449.2,48.68
04.03.2025,RUB,144.65,-1.81
05.03.2025,USD,12903.33,6.13
05.03.2025,EUR,13562.69,113.49
05.03.2025,RUB,144.48,-0.17
06.03.2025,USD,12900.37,-2.96
06.03.2025,EUR,13818.88,256.19
06.03.2025,RUB,143.8,-0.68
07.03.2025,USD,12918.36,17.99
07.03.2025,EUR,13951.83,132.95
07.03.2025,RUB,144.65,0.85
07.03.2025,USD,12918.36,17.99
07.03.2025,EUR,13951.83,132.95
07.03.2025,RUB,144.65,0.85
07.03.2025,USD,12918.36,17.99
07.03.2025,EUR,13951.83,132.95
07.03.2025,RUB,144.65,0.85
07.03.2025,USD,12918.36,17.99
07.03.2025,EUR,13951.83,132.95
07.03.2025,RUB,144.65,0.85
11.03.2025,USD,12940.11,21.75
11.03.2025,EUR,14055.55,103.72
11.03.2025,RUB,145.62,0.97
12.03.2025,USD,12931.94,-8.17
12.03.2025,EUR,14107.45,51.9
12.03.2025,RUB,150.18,4.56
13.03.2025,USD,12920.0,-11.94
13.03.2025,EUR,14102.18,-5.27
13.03.2025,RUB,149.52,-0.66
14.03.2025,USD,12938.11,18.11
14.03.2025,EUR,14076.66,-25.52
14.03.2025,RUB,149.99,0.47
14.03.2025,USD,12938.11,18.11
14.03.2025,EUR,14076.66,-25.52
14.03.2025,RUB,149.99,0.47
14.03.2025,USD,12938.11,18.11
14.03.2025,EUR,14076.66,-25.52
14.03.2025,RUB,149.99,0.47
17.03.2025,USD,12953.2,15.09
17.03.2025,EUR,14058.11,-18.55
17.03.2025,RUB,151.13,1.14
18.03.2025,USD,12943.39,-9.81
18.03.2025,EUR,14108.3,50.19
18.03.2025,RUB,153.7,2.57
19.03.2025,USD,12935.68,-7.71
19.03.2025,EUR,14164.57,56.27
19.03.2025,RUB,158.8,5.1
20.03.2025,USD,12926.51,-9.17
20.03.2025,EUR,14092.48,-72.09
20.03.2025,RUB,156.0,-2.8
20.03.2025,USD,12926.51,-9.17
20.03.2025,EUR,14092.48,-72.09
20.03.2025,RUB,156.0,-2.8
20.03.2025,USD,12926.51,-9.17
20.03.2025,EUR,14092.48,-72.09
20.03.2025,RUB,156.0,-2.8
20.03.2025,USD,12926.51,-9.17
20.03.2025,EUR,14092.48,-72.09
20.03.2025,RUB,156.0,-2.8
24.03.2025,USD,12940.58,14.07
24.03.2025,EUR,14044.41,-48.07
24.03.2025,RUB,153.22,-2.78
25.03.2025,USD,12947.07,6.49
25.03.2025,EUR,14033.33,-11.08
25.03.2025,RUB,155.01,1.79
26.03.2025,USD,12929.37,-17.7
26.03.2025,EUR,13963.72,-69.61
26.03.2025,RUB,152.87,-2.14
27.03.2025,USD,12909.19,-20.18
27.03.2025,EUR,13935.47,-28.25
27.03.2025,RUB,153.3,0.43
28.03.2025,USD,12913.19,4.0
28.03.2025,EUR,13908.8,-26.67
28.03.2025,RUB,154.17,0.87
28.03.2025,USD,12913.19,4.0
28.03.2025,EUR,13908.8,-26.67
28.03.2025,RUB,154.17,0.87
28.03.2025,USD,12913.19,4.0
28.03.2025,EUR,13908.8,-26.67
28.03.2025,RUB,154.17,0.87
28.03.2025,USD,12913.19,4.0
28.03.2025,EUR,13908.8,-26.67
28.03.2025,RUB,154.17,0.87
01.04.2025,USD,12937.16,23.97
01.04.2025,EUR,13937.2,28.4
01.04.2025,RUB,154.55,0.38
02.04.2025,USD,12925.2,-11.96
02.04.2025,EUR,13982.48,45.28
02.04.2025,RUB,152.58,-1.97
03.04.2025,USD,12915.0,-10.2
03.04.2025,EUR,13957.24,-25.24
03.04.2025,RUB,153.55,0.97
04.04.2025,USD,12920.44,5.44
04.04.2025,EUR,14252.54,295.3
04.04.2025,RUB,153.52,-0.03
04.04.2025,USD,12920.44,5.44
04.04.2025,EUR,14252.54,295.3
04.04.2025,RUB,153.52,-0.03
04.04.2025,USD,12920.44,5.44
04.04.2025,EUR,14252.54,295.3
04.04.2025,RUB,153.52,-0.03
07.04.2025,USD,12947.2,26.76
07.04.2025,EUR,14222.5,-30.04
07.04.2025,RUB,153.38,-0.14
08.04.2025,USD,12966.38,19.18
08.04.2025,EUR,14213.75,-8.75
08.04.2025,RUB,150.23,-3.15
09.04.2025,USD,12960.38,-6.0
09.04.2025,EUR,14152.73,-61.02
09.04.2025,RUB,151.92,1.69
10.04.2025,USD,12973.31,12.93
10.04.2025,EUR,14329.02,176.29
10.04.2025,RUB,151.19,-0.73
11.04.2025,USD,12968.38,-4.93
11.04.2025,EUR,14343.03,14.01
11.04.2025,RUB,152.37,1.18
11.04.2025,USD,12968.38,-4.93
11.04.2025,EUR,14343.03,14.01
11.04.2025,RUB,152.37,1.18
11.04.2025,USD,12968.38,-4.93
11.04.2025,EUR,14343.03,14.01
11.04.2025,RUB,152.37,1.18
14.04.2025,USD,12980.33,11.95
14.04.2025,EUR,14779.4,436.37
14.04.2025,RUB,154.51,2.14
15.04.2025,USD,12969.56,-10.77
15.04.2025,EUR,14768.44,-10.96
15.04.2025,RUB,157.09,2.58
16.04.2025,USD,12980.89,11.33
16.04.2025,EUR,14722.93,-45.51
16.04.2025,RUB,158.67,1.58
17.04.2025,USD,12994.59,13.7
17.04.2025,EUR,14761.85,38.92
17.04.2025,RUB,157.68,-0.99
18.04.2025,USD,12964.43,-30.16
18.04.2025,EUR,14744.45,-17.4
18.04.2025,RUB,158.28,0.6
18.04.2025,USD,12964.43,-30.16
18.04.2025,EUR,14744.45,-17.4
18.04.2025,RUB,158.28,0.6
18.04.2025,USD,12964.43,-30.16
18.04.2025,EUR,14744.45,-17.4
18.04.2025,RUB,158.28,0.6
21.04.2025,USD,12938.2,-26.23
21.04.2025,EUR,14710.73,-33.72
21.04.2025,RUB,159.51,1.23
22.04.2025,USD,12909.64,-28.56
22.04.2025,EUR,14908.05,197.32
22.04.2025,RUB,159.75,0.24
23.04.2025,USD,12878.96,-30.68
23.04.2025,EUR,14801.79,-106.26
23.04.2025,RUB,158.39,-1.36
24.04.2025,USD,12890.43,11.47
24.04.2025,EUR,14720.87,-80.92
24.04.2025,RUB,156.04,-2.35
25.04.2025,USD,12927.17,36.74
25.04.2025,EUR,14717.58,-3.29
25.04.2025,RUB,155.73,-0.31
25.04.2025,USD,12927.17,36.74
25.04.2025,EUR,14717.58,-3.29
25.04.2025,RUB,155.73,-0.31
25.04.2025,USD,12927.17,36.74
25.04.2025,EUR,14717.58,-3.29
25.04.2025,RUB,155.73,-0.31
28.04.2025,USD,12957.14,29.97
28.04.2025,EUR,14702.47,-15.11
28.04.2025,RUB,156.56,0.83
29.04.2025,USD,12948.1,-9.04
29.04.2025,EUR,14696.09,-6.38
29.04.2025,RUB,156.93,0.37
30.04.2025,USD,12933.16,-14.94
30.04.2025,EUR,14719.23,23.14
30.04.2025,RUB,158.28,1.35
01.05.2025,USD,12920.16,-13.0
01.05.2025,EUR,14681.18,-38.05
01.05.2025,RUB,158.61,0.33
02.05.2025,USD,12900.0,-20.16
02.05.2025,EUR,14595.06,-86.12
02.05.2025,RUB,157.32,-1.29
02.05.2025,USD,12900.0,-20.16
02.05.2025,EUR,14595.06,-86.12
02.05.2025,RUB,157.32,-1.29
02.05.2025,USD,12900.0,-20.16
02.05.2025,EUR,14595.06,-86.12
02.05.2025,RUB,157.32,-1.29
05.05.2025,USD,12915.07,15.07
05.05.2025,EUR,14659.9,64.84
05.05.2025,RUB,156.43,-0.89
06.05.2025,USD,12938.01,22.94
06.05.2025,EUR,14673.0,13.1
06.05.2025,RUB,158.73,2.3
07.05.2025,USD,12924.92,-13.09
07.05.2025,EUR,14620.67,-52.33
07.05.2025,RUB,159.94,1.21
08.05.2025,USD,12910.15,-14.77
08.05.2025,EUR,14660.77,40.1
08.05.2025,RUB,159.78,-0.16
08.05.2025,USD,12910.15,-14.77
08.05.2025,EUR,14660.77,40.1
08.05.2025,RUB,159.78,-0.16
08.05.2025,USD,12910.15,-14.77
08.05.2025,EUR,14660.77,40.1
08.05.2025,RUB,159.78,-0.16
08.05.2025,USD,12910.15,-14.77
08.05.2025,EUR,14660.77,40.1
08.05.2025,RUB,159.78,-0.16
12.05.2025,USD,12880.35,-29.8
12.05.2025,EUR,14535.47,-125.3
12.05.2025,RUB,156.68,-3.1
13.05.2025,USD,12895.55,15.2
13.05.2025,EUR,14338.56,-196.91
13.05.2025,RUB,159.38,2.7
14.05.2025,USD,12935.27,39.72
14.05.2025,EUR,14367.2,28.64
14.05.2025,RUB,160.47,1.09
15.05.2025,USD,12980.16,44.89
15.05.2025,EUR,14606.57,239.37
15.05.2025,RUB,161.63,1.16
16.05.2025,USD,12965.34,-14.82
16.05.2025,EUR,14525.07,-81.5
16.05.2025,RUB,161.34,-0.29
16.05.2025,USD,12965.34,-14.82
16.05.2025,EUR,14525.07,-81.5
16.05.2025,RUB,161.34,-0.29
16.05.2025,USD,12965.34,-14.82
16.05.2025,EUR,14525.07,-81.5
16.05.2025,RUB,161.34,-0.29
19.05.2025,USD,12917.1,-48.24
19.05.2025,EUR,14460.69,-64.38
19.05.2025,RUB,160.14,-1.2
20.05.2025,USD,12858.15,-58.95
20.05.2025,EUR,14505.28,44.59
20.05.2025,RUB,159.71,-0.43
21.05.2025,USD,12892.91,34.76
21.05.2025,EUR,14512.26,6.98
21.05.2025,RUB,160.34,0.63
22.05.2025,USD,12937.93,45.02
22.05.2025,EUR,14665.14,152.88
22.05.2025,RUB,161.1,0.76
23.05.2025,USD,12904.51,-33.42
23.05.2025,EUR,14575.64,-89.5
23.05.2025,RUB,161.99,0.89
23.05.2025,USD,12904.51,-33.42
23.05.2025,EUR,14575.64,-89.5
23.05.2025,RUB,161.99,0.89
23.05.2025,USD,12904.51,-33.42
23.05.2025,EUR,14575.64,-89.5
23.05.2025,RUB,161.99,0.89
26.05.2025,USD,12915.9,11.39
26.05.2025,EUR,14658.25,82.61
26.05.2025,RUB,162.44,0.45
27.05.2025,USD,12939.93,24.03
27.05.2025,EUR,14725.64,67.39
27.05.2025,RUB,162.03,-0.41
28.05.2025,USD,12886.9,-53.03
28.05.2025,EUR,14625.34,-100.3
28.05.2025,RUB,160.87,-1.16
29.05.2025,USD,12831.13,-55.77
29.05.2025,EUR,14542.8,-82.54
29.05.2025,RUB,161.07,0.2
30.05.2025,USD,12768.26,-62.87
30.05.2025,EUR,14400.04,-142.76
30.05.2025,RUB,162.63,1.56
30.05.2025,USD,12768.26,-62.87
30.05.2025,EUR,14400.04,-142.76
30.05.2025,RUB,162.63,1.56
30.05.2025,USD,12768.26,-62.87
30.05.2025,EUR,14400.04,-142.76
30.05.2025,RUB,162.63,1.56
